url_length,special_char_count,has_https,contains_suspicious_words,directory_count,repeated_char_count,contains_at_symbol,query_param_count,subdomain_count,has_ip,uses_shortener,shannon_entropy,relative_entropy,status
35,6,True,False,3,0,False,0,2,False,False,3.792376622970445,1.7536997713357092,1
22,5,False,False,2,1,False,0,2,False,False,3.006238928653389,2.9186863089573487,0
78,13,False,True,8,0,False,0,2,False,False,3.238901256602631,2.4376447244584036,1
47,7,False,False,4,1,False,0,2,False,False,3.1813663288914587,2.336667084006767,0
93,11,False,False,6,0,False,0,2,False,False,3.2359263506290334,2.455272322308029,1
53,9,False,False,5,0,False,0,1,False,False,3.4992275417233567,1.1106386319766868,1
156,19,False,True,7,0,False,2,1,False,False,3.0957952550009344,2.6450978620851284,1
58,9,False,False,4,1,False,0,2,False,False,3.6292196865240953,1.5954277130370742,0
38,8,False,False,3,0,False,0,4,False,False,4.015061012203069,1.815832896493113,1
84,13,False,False,3,0,False,0,2,False,False,3.378783493486176,2.4164228051305914,0
79,12,True,False,4,1,False,0,2,False,False,3.538310595615005,1.9328457772336016,0
27,6,True,False,3,1,False,0,2,False,False,3.058813890331201,2.53607244266134,0
64,13,False,False,4,0,False,0,4,False,False,4.201692923824033,1.691545965930916,1
30,6,False,False,3,0,False,0,2,False,False,3.8230679822736597,1.3769353703027052,0
88,16,False,False,6,0,False,1,1,False,False,3.7887549139935026,0.978364603338107,1
25,5,True,False,3,0,False,0,1,False,False,3.188721875540867,1.6197326644502863,1
119,19,True,False,7,0,False,1,2,False,False,4.053660689688185,1.603828066698078,1
91,11,False,False,7,0,False,0,2,False,False,3.8796640049025926,1.2900654283441946,1
42,6,True,False,3,0,False,0,2,False,False,3.8738125895678266,1.0339022911803446,1
66,12,False,True,7,1,False,0,2,False,False,3.0269868333592873,3.1918455345318257,1
40,7,False,False,4,1,False,0,2,False,False,3.4193819456463714,2.219263855230043,0
34,9,False,False,6,0,False,0,1,False,False,2.5216406363433186,3.478199492732388,0
84,13,False,False,5,1,False,0,2,False,False,3.9681390622295662,1.2278747685456606,0
67,13,False,True,8,1,False,0,2,False,False,3.5724312513221195,2.3108838854736025,1
40,9,False,False,5,1,False,0,2,False,False,3.182005814760214,2.68154048369954,1
163,12,True,True,7,0,False,0,1,False,False,2.94770277922009,2.559046566974775,1
63,10,True,False,4,1,False,0,2,False,False,3.6818808028034016,1.7348436818259296,0
23,6,False,False,2,0,False,0,2,False,False,3.625,2.0494942022671534,0
24,7,False,False,3,1,False,0,3,False,False,3.1556390622295662,3.2671978123105316,0
44,8,True,True,4,0,False,0,2,False,False,3.452819531114783,2.0755549802283273,0
70,10,False,False,4,0,False,0,2,False,False,3.535174565635903,1.6899207545415598,0
87,16,True,False,9,1,False,0,2,False,False,3.5724694587701364,2.148986213601973,0
214,18,False,False,5,0,False,2,2,False,False,4.013111135723804,3.32283108406337,1
36,7,False,False,4,0,False,0,2,False,False,3.4841837197791885,1.890006134144279,1
64,10,False,False,4,1,False,0,2,False,False,3.6292196865240953,1.5954277130370742,0
40,10,False,False,5,0,False,0,2,False,False,3.056564762130954,2.6243188964137727,0
63,11,False,False,3,0,False,0,2,False,False,3.5944656369614516,1.7613054673301507,1
85,11,True,False,6,0,False,0,1,False,False,3.121928094887362,2.466716761709173,1
34,6,False,False,3,1,False,0,2,False,False,3.997952698660691,1.2034948478694114,0
27,6,True,False,3,1,False,0,2,False,False,3.4193819456463714,2.173157586528679,0
85,16,False,False,5,0,False,0,1,False,False,3.375,1.7234764013215251,0
35,7,True,False,3,0,False,0,2,False,False,3.7483286603655737,1.236863215543432,1
31,5,False,False,2,1,False,0,2,False,False,4.136842188131013,1.3250036645391279,0
56,11,False,False,3,0,False,0,3,False,False,4.034211650619112,1.3654112431198273,1
115,18,False,False,8,0,False,0,1,False,False,3.277613436819116,3.4556153812531605,0
41,6,False,False,3,0,False,0,2,False,False,4.020926316000353,2.8227025095868488,1
63,10,False,False,6,0,False,0,1,False,False,3.854285871987245,0.8108523488429596,1
34,8,True,False,5,0,False,0,1,False,False,3.546593564294939,1.4710376765005162,1
48,9,False,False,5,1,False,0,2,False,False,3.454822399946607,2.4564977961960883,0
34,7,True,False,4,1,False,0,2,False,False,3.438721875540867,1.7887988078326507,0
48,8,True,False,5,0,False,0,1,False,False,3.452819531114783,1.5136258121859703,1
33,7,False,False,3,0,False,0,2,False,False,3.3834651896016465,1.649528925642277,1
35,6,True,False,3,1,False,0,2,False,False,3.8731406795131327,1.2264246455442651,0
21,5,False,False,2,0,False,0,1,False,False,3.3248629576173574,1.741916155686,0
70,12,False,False,6,0,False,0,1,False,False,3.5932696895151075,0.9952881925752517,0
81,14,True,False,4,0,False,0,4,False,False,4.272374384710772,2.3448520197371865,1
44,8,True,False,5,0,False,0,2,False,False,3.202819531114783,2.022414442180501,1
45,9,False,False,3,1,False,0,2,False,False,3.452819531114783,2.9592967400494614,0
73,9,False,False,4,2,False,0,2,False,False,4.433269689515108,2.073686504211595,1
70,10,False,True,4,0,False,0,4,False,False,4.1806892889443334,2.3360984014103328,1
54,9,True,False,3,1,False,0,2,False,False,3.4464393446710155,2.084904905226439,0
31,7,False,False,3,1,False,0,3,False,False,3.6424896731661263,2.0964909743020437,0
45,8,True,False,4,0,False,0,2,False,False,3.452819531114783,2.0755549802283273,0
186,31,True,True,9,3,False,5,2,False,False,2.8423709931771093,3.0781416480850146,1
34,6,True,False,3,0,False,0,2,False,False,3.6234651896016468,1.4675947838823715,0
64,10,False,False,6,0,False,0,2,False,False,3.4685766296878655,1.6237571737140546,0
210,37,True,False,3,2,False,10,2,False,False,2.8423709931771093,3.0781416480850146,1
31,6,False,False,3,0,False,0,2,False,False,4.0559581516151235,1.2944316934805857,0
50,9,False,False,5,0,False,0,2,False,False,4.004886164091841,1.3330288733640299,1
36,7,True,True,3,1,False,0,2,False,False,3.454822399946607,2.2148755769513175,1
34,8,False,False,5,0,False,0,2,False,False,2.8453509366224368,3.191895959775715,0
29,6,True,False,3,1,False,0,2,False,False,3.2841837197791888,2.10946230386758,0
126,15,False,False,3,0,False,1,2,False,False,4.4514122398985005,1.8900045969558612,1
21,6,True,False,3,1,False,0,2,False,False,2.6887218755408666,3.82619042473064,0
40,8,False,False,5,0,False,0,1,False,False,2.8453509366224368,2.818654816017808,1
58,10,True,False,5,1,False,0,2,False,False,3.454822399946607,2.1357807825560133,0
59,8,False,False,3,1,False,0,2,False,False,3.792376622970445,1.488811014036012,0
153,18,False,True,6,1,False,2,2,False,False,3.653756708287001,1.7972574669665302,1
30,5,False,False,2,0,False,0,2,False,False,3.5883543471732335,1.5049761301602953,1
39,6,False,False,4,0,False,0,1,False,False,3.4841837197791885,1.4753290323264965,1
82,12,True,False,6,0,False,1,2,False,False,3.327819531114783,2.148085591326629,1
101,14,True,True,3,0,False,3,1,False,False,3.4613201402110083,1.3424920372086238,1
78,14,False,True,6,1,False,0,3,False,False,3.292770193936991,3.0585751425239387,0
109,19,True,False,6,1,False,0,2,False,False,3.292770193936991,2.6398096578244705,0
260,14,False,False,5,0,False,2,2,False,False,3.7821222241453065,1.2538100076844831,1
113,13,False,False,4,0,False,2,2,False,False,3.438721875540867,1.7118158729828905,1
29,5,True,False,3,0,False,0,1,False,False,2.584962500721156,3.647682194834508,0
20,6,True,False,3,1,False,0,2,False,False,2.2312702546075758,3.95545917788575,0
121,16,True,True,4,1,False,3,2,False,False,4.347886454268352,1.0849056765726386,1
59,11,False,False,7,1,False,0,2,False,False,2.688721875540867,3.705140639576634,0
70,14,True,False,6,0,False,1,1,False,False,2.807354922057604,2.9542285934552996,1
32,6,False,False,3,0,False,0,2,False,False,3.521640636343319,3.3000695671448694,1
34,8,False,False,3,0,False,0,1,False,False,2.584962500721156,3.473911245172955,1
109,17,False,True,6,0,False,2,1,False,False,3.5766176449086653,1.142997014992159,1
77,13,False,True,8,1,False,0,2,False,False,3.4613201402110083,2.2488277542801494,1
42,8,False,False,3,1,False,0,2,False,False,4.124083797069061,1.643018933050502,1
21,6,False,False,3,1,False,0,2,False,False,2.8731406795131336,3.4001577431099332,0
48,8,True,False,4,1,False,0,2,False,False,3.536886723742167,2.0736867542834907,0
179,26,False,True,8,1,False,3,2,False,False,4.094760845817661,0.736162041203995,1
83,14,False,False,5,1,False,0,2,False,False,3.490601562950723,1.7969590804211917,0
54,11,False,False,3,0,False,0,4,False,False,4.1727148802435865,2.069712887689308,1
66,12,False,False,3,0,False,2,1,False,False,3.5503407095463877,1.2472035843297509,1
79,14,True,False,3,0,False,1,4,False,False,4.511080496244277,2.1431819922454682,1
83,14,False,False,9,0,False,0,2,False,False,3.085055102756477,2.791753476732548,1
392,90,False,False,21,1,True,9,3,True,False,2.413088436425758,7.735894246829369,1
32,6,False,False,3,0,False,0,2,False,False,3.9701755214643453,1.2538623504414557,1
49,9,False,False,4,1,False,0,2,False,False,3.4193819456463714,2.1604610944570815,0
119,23,False,False,4,0,False,0,13,False,False,4.509948556062343,2.600910373603036,1
26,7,False,False,3,1,False,0,3,True,False,2.6031579868726,6.952959205794624,1
72,11,True,True,5,0,False,0,2,False,False,3.7950885863977324,1.2743637752811934,0
17,5,False,False,3,0,False,0,1,False,False,2.94770277922009,2.419994407119512,1
45,7,True,False,3,0,False,0,3,False,False,4.0860486123130375,1.267310452565546,1
23,5,False,False,2,0,False,0,1,False,False,3.5,1.5611008530944868,1
26,7,False,False,4,0,False,0,2,False,False,3.106890595608518,2.5600715218389634,1
46,8,False,False,3,1,False,0,3,False,False,3.593269689515108,1.9831360742070119,1
73,12,False,False,4,1,False,0,2,False,False,3.4130884364257574,1.9672384142549333,0
28,6,True,False,3,1,False,0,2,False,False,3.366091329119191,2.4182903659269743,0
26,6,False,False,3,0,False,0,2,False,False,3.3082708345352603,2.1109852024044446,1
48,8,True,False,5,0,False,0,2,False,False,3.202819531114783,2.022414442180501,1
54,9,False,True,5,0,False,0,1,False,False,3.095795255000934,2.1160646478589755,1
40,9,False,False,5,1,False,0,2,False,False,2.8150724101159437,3.5140344563213457,1
68,9,True,False,5,0,False,0,2,False,False,2.973557262275185,2.4772755445870587,1
36,5,False,False,2,0,False,0,2,False,False,3.9093680639438846,1.0665226479691499,1
49,10,True,True,3,0,False,0,4,False,False,4.092896608419107,1.5626556851284426,1
106,16,False,False,5,1,False,0,2,False,False,3.4613201402110083,2.188913186116245,1
23,6,False,False,3,1,False,0,2,False,False,2.789898095464287,3.0802513091960924,0
43,8,False,False,4,0,False,0,2,False,False,4.026619294188054,1.0089465174243872,0
68,12,False,True,6,1,False,0,2,False,False,3.5944656369614516,1.8356093015281687,1
41,8,True,False,4,0,False,0,2,False,False,3.452819531114783,2.11202829831298,0
83,20,True,False,5,1,False,4,1,False,False,3.82790978214397,0.9185279725437534,1
32,6,True,False,3,1,False,0,2,False,False,3.4685766296878655,1.7543580397362586,0
33,6,False,False,3,1,False,0,2,False,False,3.6692750707107127,2.0526740274327624,1
56,9,False,False,4,0,False,0,2,False,False,4.031401845392171,1.1736028940640262,1
25,6,True,False,3,1,False,0,2,False,False,3.327819531114783,2.272010083745696,0
62,13,True,False,6,0,False,1,2,False,False,3.625,1.732143882066653,0
31,6,True,False,3,0,False,0,2,False,False,3.8453509366224354,1.6209982985374705,0
65,10,False,False,4,1,False,0,2,False,False,3.4193819456463714,2.219263855230043,0
79,13,False,False,5,0,False,0,1,False,False,3.3232314287976203,1.848341910251625,1
64,10,False,False,5,1,False,0,2,False,False,3.501397825434103,1.6746230778382503,0
93,10,True,False,6,0,False,0,1,False,False,3.182005814760214,1.7442127945289727,1
116,21,True,False,5,0,False,0,1,False,False,3.640223928941851,1.394872810920428,0
20,5,False,False,2,0,False,0,2,False,False,3.238901256602631,2.8149363975968806,0
42,10,False,False,5,0,False,1,1,False,False,2.5,2.9442024827843065,1
42,8,False,False,5,0,False,0,1,False,False,2.75,2.6288338086449783,1
